INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('mauropasztor@yahoo.com', 'mauropasztor', '+3625181255', 'Mauró', 'Pásztor', TO_DATE('1943-03-12', 'yyyy-mm-dd'), 'Hungary', '1021', 'Budapest II. kerület', 'Zecher János utca', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('kamillakerekes@msn.com', 'kamillakerekes', '+36300328430', 'Kamilla', 'Kerekes', TO_DATE('1990-11-09', 'yyyy-mm-dd'), 'Hungary', '6800', 'Hódmezővásárhely', 'Juhar út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('edomerberki@hotmail.com', 'edomerberki', '+36209209426', 'Edömér', 'Berki', TO_DATE('1975-05-27', 'yyyy-mm-dd'), 'Hungary', '6700', 'Szeged', 'Szent György tér', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('mironorosz@outlook.com', 'mironorosz', '+36202966549', 'Miron', 'Orosz', TO_DATE('1963-09-03', 'yyyy-mm-dd'), 'Hungary', '2030', 'Érd', 'Gerle út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('dorindapap@outlook.com', 'dorindapap', '+3625432239', 'Dorinda', 'Pap', TO_DATE('1995-05-17', 'yyyy-mm-dd'), 'Hungary', '9400', 'Sopron', 'Újmajori út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('tetenybogdan@gmail.com', 'tetenybogdan', '+36705918029', 'Tétény', 'Bogdán', TO_DATE('1978-06-22', 'yyyy-mm-dd'), 'Hungary', '1191', 'Budapest XIX. kerület', 'Európa Tanács liget', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('krisnajakab@hotmail.com', 'krisnajakab', '+36707837401', 'Krisna', 'Jakab', TO_DATE('2001-08-19', 'yyyy-mm-dd'), 'Hungary', '1041', 'Budapest IV. kerület', 'Vasút köz', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('szamantasoos@gmail.com', 'szamantasoos', '+3616302464', 'Szamanta', 'Soós', TO_DATE('1954-08-19', 'yyyy-mm-dd'), 'Hungary', '1221', 'Budapest XXII. kerület', 'Páskom liget', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('tikvabarta@hotmail.com', 'tikvabarta', '+36705948747', 'Tikva', 'Barta', TO_DATE('1986-09-19', 'yyyy-mm-dd'), 'Hungary', '1141', 'Budapest XIV. kerület', 'Szilvás utca', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('jozsuatoth@msn.com', 'jozsuatoth', '+36308064003', 'Józsua', 'Tóth', TO_DATE('1964-09-25', 'yyyy-mm-dd'), 'Hungary', '6000', 'Kecskemét', 'Hankook út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('dorindasandor@msn.com', 'dorindasandor', '+36202294984', 'Dorinda', 'Sándor', TO_DATE('1942-02-02', 'yyyy-mm-dd'), 'Hungary', '9000', 'Győr', 'Gerle utca', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('violaorban@outlook.com', 'violaorban', '+36305171193', 'Viola', 'Orbán', TO_DATE('1983-02-18', 'yyyy-mm-dd'), 'Hungary', '1071', 'Budapest VII. kerület', 'Kossuth Lajos tér', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('kolombapal@yahoo.com', 'kolombapal', '+36703361970', 'Kolomba', 'Pál', TO_DATE('1951-11-21', 'yyyy-mm-dd'), 'Hungary', '5000', 'Szolnok', 'Pajtás liget', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('atonhorvath@msn.com', 'atonhorvath', '+36302948526', 'Aton', 'Horváth', TO_DATE('1973-01-11', 'yyyy-mm-dd'), 'Hungary', '1041', 'Budapest IV. kerület', 'Kassák Lajos liget', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('gusztavdudas@yahoo.com', 'gusztavdudas', '+36209768121', 'Gusztáv', 'Dudás', TO_DATE('1964-05-25', 'yyyy-mm-dd'), 'Hungary', '5600', 'Békéscsaba', 'Pentelei Molnár János út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('csermelykovacs@outlook.com', 'csermelykovacs', '+3611161386', 'Csermely', 'Kovács', TO_DATE('1996-11-17', 'yyyy-mm-dd'), 'Hungary', '1091', 'Budapest IX. kerület', 'Tisza út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('bogumilbudai@outlook.com', 'bogumilbudai', '+36307039397', 'Bogumil', 'Budai', TO_DATE('1966-11-28', 'yyyy-mm-dd'), 'Hungary', '1201', 'Budapest XX. kerület', 'Kohász út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('lizibogdan@msn.com', 'lizibogdan', '+3625822820', 'Lizi', 'Bogdán', TO_DATE('1983-02-06', 'yyyy-mm-dd'), 'Hungary', '5000', 'Szolnok', 'Petőfi utca', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('marklengyel@live.com', 'marklengyel', '+3625031161', 'Márk', 'Lengyel', TO_DATE('1942-12-21', 'yyyy-mm-dd'), 'Hungary', '9400', 'Sopron', 'Oxigén út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('cecilianmolnar@msn.com', 'cecilianmolnar', '+36307494334', 'Cecilián', 'Molnár', TO_DATE('1997-11-13', 'yyyy-mm-dd'), 'Hungary', '1111', 'Budapest XI. kerület', 'Temető körút', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('bogumilballa@gmail.com', 'bogumilballa', '+36202545120', 'Bogumil', 'Balla', TO_DATE('1952-04-22', 'yyyy-mm-dd'), 'Hungary', '6700', 'Szeged', 'Kajszi körút', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('csermelyberki@yahoo.com', 'csermelyberki', '+3610461701', 'Csermely', 'Berki', TO_DATE('1961-02-26', 'yyyy-mm-dd'), 'Hungary', '1111', 'Budapest XI. kerület', 'Határ út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('borcsafazekas@outlook.com', 'borcsafazekas', '+3617258481', 'Borcsa', 'Fazekas', TO_DATE('1942-05-20', 'yyyy-mm-dd'), 'Hungary', '1237', 'Budapest XXIII. kerület', 'Nowa-Huta utca', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('atonbalog@live.com', 'atonbalog', '+36303921637', 'Aton', 'Balog', TO_DATE('1958-05-12', 'yyyy-mm-dd'), 'Hungary', '8000', 'Székesfehérvár', 'Tűzálló körút', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('dzsindzserfeher@yahoo.com', 'dzsindzserfeher', '+36708371795', 'Dzsindzser', 'Fehér', TO_DATE('1977-04-21', 'yyyy-mm-dd'), 'Hungary', '2800', 'Tatabánya', 'Szórád Márton körút', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('ronettaszalai@msn.com', 'ronettaszalai', '+3619829398', 'Ronetta', 'Szalai', TO_DATE('1986-03-24', 'yyyy-mm-dd'), 'Hungary', '1071', 'Budapest VII. kerület', 'Árnyas út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('nazlipapp@live.com', 'nazlipapp', '+36203146376', 'Nazli', 'Papp', TO_DATE('1944-10-01', 'yyyy-mm-dd'), 'Hungary', '1021', 'Budapest II. kerület', 'Elegytéri utca', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('csedvass@gmail.com', 'csedvass', '+36304608649', 'Csed', 'Vass', TO_DATE('1949-03-08', 'yyyy-mm-dd'), 'Hungary', '1121', 'Budapest XII. kerület', 'Vasvári körút', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('janosfekete@yahoo.com', 'janosfekete', '+3611974850', 'János', 'Fekete', TO_DATE('1959-05-08', 'yyyy-mm-dd'), 'Hungary', '4400', 'Nyíregyháza', 'Vasmű tér', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('jairvincze@gmail.com', 'jairvincze', '+36700405910', 'Jáir', 'Vincze', TO_DATE('1986-06-28', 'yyyy-mm-dd'), 'Hungary', '1237', 'Budapest XXIII. kerület', 'Hun utca', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('jozsuamagyar@yahoo.com', 'jozsuamagyar', '+3625332036', 'Józsua', 'Magyar', TO_DATE('1973-10-02', 'yyyy-mm-dd'), 'Hungary', '3500', 'Miskolc', 'Alsó Duna-parti tér', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('hadurbiro@outlook.com', 'hadurbiro', '+36702965597', 'Hadúr', 'Biró', TO_DATE('1963-07-16', 'yyyy-mm-dd'), 'Hungary', '7100', 'Szekszárd', 'Stromfeld Aurél tér', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('dorinkajuhasz@outlook.com', 'dorinkajuhasz', '+3615558501', 'Dorinka', 'Juhász', TO_DATE('1993-03-29', 'yyyy-mm-dd'), 'Hungary', '4000', 'Debrecen', 'Bekötő körút', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('bazsocsonka@yahoo.com', 'bazsocsonka', '+3614893194', 'Bazsó', 'Csonka', TO_DATE('1943-07-13', 'yyyy-mm-dd'), 'Hungary', '1041', 'Budapest IV. kerület', 'Gergely körút', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('galluszpapp@outlook.com', 'galluszpapp', '+3614245096', 'Gallusz', 'Papp', TO_DATE('1961-08-16', 'yyyy-mm-dd'), 'Hungary', '4400', 'Nyíregyháza', 'Ezüstfenyő liget', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('cirjakgaspar@msn.com', 'cirjakgaspar', '+36306435561', 'Cirják', 'Gáspár', TO_DATE('2000-09-01', 'yyyy-mm-dd'), 'Hungary', '8200', 'Veszprém', 'Borgőz tér', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('lilianvirag@hotmail.com', 'lilianvirag', '+36205276203', 'Lilián', 'Virág', TO_DATE('2002-09-11', 'yyyy-mm-dd'), 'Hungary', '8800', 'Nagykanizsa', 'Kossuth Lajos liget', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('dorinkajuhasz@hotmail.com', 'dorinkajuhasz', '+3617336693', 'Dorinka', 'Juhász', TO_DATE('1986-12-01', 'yyyy-mm-dd'), 'Hungary', '1091', 'Budapest IX. kerület', 'Tóth Árpád utca', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('arkoskozma@hotmail.com', 'arkoskozma', '+36201814915', 'Árkos', 'Kozma', TO_DATE('1943-04-30', 'yyyy-mm-dd'), 'Hungary', '2030', 'Érd', 'Pentele tér', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('abramfekete@outlook.com', 'abramfekete', '+3615027765', 'Ábrám', 'Fekete', TO_DATE('1970-07-09', 'yyyy-mm-dd'), 'Hungary', '2800', 'Tatabánya', 'Berán Lajos liget', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('lilitaorosz@msn.com', 'lilitaorosz', '+36300334142', 'Lilita', 'Orosz', TO_DATE('1941-11-14', 'yyyy-mm-dd'), 'Hungary', '1051', 'Budapest V. kerület', 'Domanovszky Endre liget', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('ramizkovacs@yahoo.com', 'ramizkovacs', '+36701614607', 'Ramiz', 'Kovács', TO_DATE('1954-09-02', 'yyyy-mm-dd'), 'Hungary', '7100', 'Szekszárd', 'Kőműves köz', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('edomerorsos@msn.com', 'edomerorsos', '+3617475620', 'Edömér', 'Orsós', TO_DATE('1956-07-09', 'yyyy-mm-dd'), 'Hungary', '1211', 'Budapest XXI. kerület', 'Múzeum liget', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('kamillafodor@yahoo.com', 'kamillafodor', '+36205186830', 'Kamilla', 'Fodor', TO_DATE('1976-11-09', 'yyyy-mm-dd'), 'Hungary', '1061', 'Budapest VI. kerület', 'Barsi Dénes körút', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('radvanybarna@live.com', 'radvanybarna', '+36207725672', 'Radvány', 'Barna', TO_DATE('1970-10-17', 'yyyy-mm-dd'), 'Hungary', '7600', 'Pécs', 'Március 15. liget', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('gisomarton@outlook.com', 'gisomarton', '+3625249835', 'Gisó', 'Márton', TO_DATE('1984-07-22', 'yyyy-mm-dd'), 'Hungary', '6700', 'Szeged', 'Béke tér', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('miloradszabo@msn.com', 'miloradszabo', '+3625690571', 'Milorád', 'Szabó', TO_DATE('1953-05-23', 'yyyy-mm-dd'), 'Hungary', '4000', 'Debrecen', 'Hangulat út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('vidorban@live.com', 'vidorban', '+3613825329', 'Víd', 'Orbán', TO_DATE('1958-09-28', 'yyyy-mm-dd'), 'Hungary', '8900', 'Zalaegerszeg', 'Táncsics Mihály út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('dorianfarkas@hotmail.com', 'dorianfarkas', '+3612030927', 'Dorián', 'Farkas', TO_DATE('1970-09-10', 'yyyy-mm-dd'), 'Hungary', '1181', 'Budapest XVIII. kerület', 'Virág körút', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('eliasfodor@outlook.com', 'eliasfodor', '+3615518977', 'Éliás', 'Fodor', TO_DATE('1961-12-25', 'yyyy-mm-dd'), 'Hungary', '1011', 'Budapest I. kerület', 'Tűzálló köz', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('bodomermajor@live.com', 'bodomermajor', '+3616502938', 'Bodomér', 'Major', TO_DATE('1948-12-25', 'yyyy-mm-dd'), 'Hungary', '2030', 'Érd', 'Móricz Zsigmond tér', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('orsidudas@outlook.com', 'orsidudas', '+3614529061', 'Orsi', 'Dudás', TO_DATE('1999-09-16', 'yyyy-mm-dd'), 'Hungary', '7400', 'Kaposvár', 'Gáztelep út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('alisziapap@gmail.com', 'alisziapap', '+3625197444', 'Aliszia', 'Pap', TO_DATE('1985-07-04', 'yyyy-mm-dd'), 'Hungary', '7400', 'Kaposvár', 'Csillagdomb utca', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('nienorsos@hotmail.com', 'nienorsos', '+36707463424', 'Nien', 'Orsós', TO_DATE('1998-06-17', 'yyyy-mm-dd'), 'Hungary', '5600', 'Békéscsaba', 'Álmos tér', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('cinellaolah@outlook.com', 'cinellaolah', '+36305424628', 'Cinella', 'Oláh', TO_DATE('1966-08-05', 'yyyy-mm-dd'), 'Hungary', '8800', 'Nagykanizsa', 'Hajnal köz', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('buzattamas@msn.com', 'buzattamas', '+3625156108', 'Buzát', 'Tamás', TO_DATE('1963-09-14', 'yyyy-mm-dd'), 'Hungary', '1181', 'Budapest XVIII. kerület', 'Szilárd Leó út', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('korallbudai@msn.com', 'korallbudai', '+3613902847', 'Korall', 'Budai', TO_DATE('2001-01-08', 'yyyy-mm-dd'), 'Hungary', '4000', 'Debrecen', 'Neumann János körút', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('ekesantal@live.com', 'ekesantal', '+36304727690', 'Ékes', 'Antal', TO_DATE('1943-07-04', 'yyyy-mm-dd'), 'Hungary', '1101', 'Budapest X. kerület', 'Szilvás köz', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('sekinaorban@outlook.com', 'sekinaorban', '+36305339228', 'Sekina', 'Orbán', TO_DATE('1970-07-02', 'yyyy-mm-dd'), 'Hungary', '3500', 'Miskolc', 'Víztorony utca', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('adeodatbarta@live.com', 'adeodatbarta', '+36706935693', 'Adeodát', 'Barta', TO_DATE('1979-04-24', 'yyyy-mm-dd'), 'Hungary', '1161', 'Budapest XVI. kerület', 'Öreghegyi tér', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('petrespeter@hotmail.com', 'petrespeter', '+36700935193', 'Petres', 'Péter', TO_DATE('1999-09-15', 'yyyy-mm-dd'), 'Hungary', '7600', 'Pécs', 'Liget tér', 0)
INTO users (email, pwd, phone_num, first_name, last_name, birth_date, country, post_code, city, home_address, role_id) VALUES ('kelemermate@live.com', 'kelemermate', '+3617467350', 'Kelemér', 'Máté', TO_DATE('2003-07-26', 'yyyy-mm-dd'), 'Hungary', '1151', 'Budapest XV. kerület', 'Pince út', 0)
